"Id","Title","Excerpt","Description","Synonyms","Variations","Categories"
"","Prince Anséis","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/prince_anséis.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Prince Anséis</strong>

<em>Human, Knight</em>

<span class=""keyword formation"">Formation</span>.
<span class=""keyword order"">Order</span>: Damage an enemy unit by 4.
<span class=""keyword inspired"">Inspired</span>: <span class=""keyword duel"">Duel</span> an enemy unit instead.
","","","gwent_card"
"","Vissegerd","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/vissegerd.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Vissegerd</strong>

<em>Human, Knight</em>

<span class=""keyword formation"">Formation</span>.
<span class=""keyword deploy"">Deploy</span>: Gain <span class=""keyword charge"">Charges</span> equal to the number of boosted allied units.
<span class=""keyword order"">Order</span>: Damage an enemy unit by 1.
<span class=""keyword charge"">Charge</span>: 1.
","","","gwent_card"
"","Coodcoodak","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/coodcoodak.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Coodcoodak</strong>

<em>Human, Knight</em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword purify"">Purify</span> adjacent units.
","","","gwent_card"
"","Windhalm of Attre","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/windhalm_of_attre.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Windhalm of Attre</strong>

<em>Human, Knight</em>

<span class=""keyword shield"">Shield</span>.
Every allied turn, on turn end, boost this unit by 2 if it has a <span class=""keyword shield"">Shield</span>.
","","","gwent_card"
"","Runeword","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/runeword.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Runeword</strong>

<em>Spell</em>

Give an allied unit a <span class=""keyword shield"">Shield</span>, then give it <span class=""keyword vitality"">Vitality</span> for 4 turns.
","","","gwent_card"
"","Cintrian Spellweaver","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/cintrian_spellweaver.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Cintrian Spellweaver</strong>

<em>Human, Mage</em>

<span class=""keyword order"">Order</span>: Damage a unit by 1. 
<span class=""keyword charge"">Charge</span>: 1. 
Gain 1 <span class=""keyword charge"">Charge</span> whenever you play a Mage.
","","","gwent_card"
"","Cintrian Enchantress","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/cintrian_enchantress.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Cintrian Enchantress</strong>

<em>Human, Mage</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Give an allied unit <span class=""keyword vitality"">Vitality</span> for 2 turns. 
<span class=""keyword bonded"">Bonded</span>: Give it <span class=""keyword vitality"">Vitality</span> for 4 turns instead.
","","","gwent_card"
"","Cintrian Artificer","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/cintrian_artificer.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Cintrian Artificer</strong>

<em>Human</em>

<span class=""keyword formation"">Formation</span>.
<span class=""keyword order"">Order</span>: Give an allied unit a <span class=""keyword shield"">Shield</span>.
","","","gwent_card"
"","Cintrian Knight","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/cintrian_knight.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Cintrian Knight</strong>

<em>Human, Knight</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Damage an enemy unit by 2. 
<span class=""keyword deathblow"">Deathblow</span>: Gain <span class=""keyword vitality"">Vitality</span> for 2 turns.
","","","gwent_card"
"","Cintrian Royal Guard","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/cintrian_royal_guard.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Cintrian Royal Guard</strong>

<em>Human, Soldier</em>

<span class=""keyword deploy"">Deploy</span>: Boost self by 3 for every other Cintrian Royal Guard under your control.
","","","gwent_card"
"","Cintrian Envoy","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/cintrian_envoy.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Cintrian Envoy</strong>

<em>Human, Agent</em>

<span class=""keyword formation"">Formation</span>.
<span class=""keyword order"">Order</span>: Give 2 <span class=""keyword charge"">Charges</span> to an allied unit.
","","","gwent_card"
"","Knighthood","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/knighthood.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Knighthood</strong>

<em>Warfare</em>

Split 6 boost randomly between all units on an allied row.
","","","gwent_card"
"","Fauve","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/fauve.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Fauve</strong>

<em>Dryad</em>

<span class=""keyword deploy"">Deploy</span>: Play a Nature card from your deck.
","","","gwent_card"
"","The Great Oak","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/the_great_oak.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>The Great Oak</strong>

<em>Treant</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by the number of cards to the left of Great Oak, then boost self by the number of cards to the right of Great Oak.
","Oak","","gwent_card"
"","Weeping Willow","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/weeping_willow.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Weeping Willow</strong>

<em>Treant</em>

<span class=""keyword harmony"">Harmony</span>.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Gain <span class=""keyword shield"">Shield</span>.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): <span class=""keyword poison"">Poison</span> an enemy unit.
","","","gwent_card"
"","Water of Brokilon","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/water_of_brokilon.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Water of Brokilon</strong>

<em>Nature</em>

<span class=""keyword spawn"">Spawn</span> 2 Dryad Fledglings into the row.
","","","gwent_card"
"","Sirssa","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/sirssa.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Sirssa</strong>

<em>Dryad</em>

<span class=""keyword harmony"">Harmony</span>.
<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 2.
<span class=""keyword deathblow"">Deathblow</span>: Boost a unit in your hand by 2.
","","","gwent_card"
"","Treant Boar","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/treant_boar.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Treant Boar</strong>

<em>Treant</em>

<span class=""keyword Deploy"">Deploy</span>: Gain <span class=""keyword zeal"">Zeal</span> if you Control a Dryad.
<span class=""keyword order"">Order</span> (<span class=""keyword melee"">Melee</span>): Move self to the <span class=""keyword ranged"">Ranged</span> row and <span class=""keyword heal"">Heal</span> self.
<span class=""keyword order"">Order</span> (<span class=""keyword ranged"">Ranged</span>): Move self to the <span class=""keyword melee"">Melee</span> row and damage enemy by 2.
<span class=""keyword cooldown"">Cooldown</span>: 1
","","","gwent_card"
"","Dryad's Caress","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dryads_caress.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Dryad's Caress</strong>

<em>Nature</em>

<span class=""keyword purify"">Purify</span> an allied unit and boost it by 3.
 If you control a Dryad, also give it <span class=""keyword vitality"">Vitality</span> for 3 turns.
","Dryads Caress","","gwent_card"
"","Dryad Grovekeeper","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dryad_grovekeeper.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Dryad Grovekeeper</strong>

<em>Dryad</em>

<span class=""keyword deploy"">Deploy</span>: Give an allied unit <span class=""keyword vitality"">Vitality</span> with a duration equal to the number of other allied Dryad units.
","","","gwent_card"
"","Treant Mantis: Stalk","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/treant_mantis_stalk.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Treant Mantis: Stalk</strong>

<em>Trap</em>

<span class=""keyword Spring"">Spring</span>: Transform into Treant Mantis: Strike.
<span class=""keyword ambush"">Ambush</span>: Give the next unit played by your opponent <span class=""keyword poison"">Poison</span> and transform into Treant Mantis: Strike.
","","","gwent_card"
"","Forest Whisperer","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/forest_whisperer.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Forest Whisperer</strong>

<em>Dryad</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Give an enemy unit <span class=""keyword poison"">Poison</span>.
<span class=""keyword order"">Order</span> (<span class=""keyword ranged"">Ranged</span>): Give an allied unit a <span class=""keyword shield"">Shield</span>.
","","","gwent_card"
"","Brokilon Sentinel","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/brokilon_sentinel.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Brokilon Sentinel</strong>

<em>Dryad</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 2.
<span class=""keyword deathblow"">Deathblow</span>: <span class=""keyword summon"">Summon</span> all copies of this unit from your deck to this row.
","","","gwent_card"
"","Dryad Ranger","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dryad_ranger.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Dryad Ranger</strong>

<em>Dryad</em>

<span class=""keyword harmony"">Harmony</span>.
<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 1, then give it <span class=""keyword poison"">Poison</span>.
","Ranger","","gwent_card"
"","Dryad Matron","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dryad_matron.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Dryad Matron</strong>

<em>Dryad</em>

Every allied turn, on turn end, move to the rightmost spot on this row, then boost an allied unit to the left by 1.
","","","gwent_card"
"","Dryad Fledgling","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dryad_fledgling.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Dryad Fledgling</strong>

<em>Dryad</em>

<span class=""keyword harmony"">Harmony</span>.
","Fledgling","","gwent_card"
"","Knut the Callous","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/knut_the_callous.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Knut the Callous</strong>

<em>Human, Cultist, Warrior</em>

<span class=""keyword deploy"">Deploy</span>: Damage an allied unit to the right by half of its current power, then damage an enemy unit by that amount.
","","","gwent_card"
"","Svalblod Totem","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/svalblod_totem.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Svalblod Totem</strong>

<em></em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword spawn"">Spawn</span> a Svalblod Fanatic on both sides of this card.
<span class=""keyword order"">Order</span>: Damage adjacent units by 2.
","","","gwent_card"
"","Artis","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/artis.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Artis</strong>

<em>Human, Cultist</em>

<span class=""keyword ranged"">Ranged</span>: Whenever a unit is played, damage it by half its current power.
","","","gwent_card"
"","Vildkaarl","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/vildkaarl.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Vildkaarl</strong>

<em>Human, Cultist, Warrior</em>

<span class=""keyword berserk"">Berserk</span> 2: Transform into a Champion of Svalblod.
","","","gwent_card"
"","Arnvald","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/arnvald.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Arnvald</strong>

<em>Human, Cultist</em>

<span class=""keyword deploy"">Deploy</span>: Transform a damaged allied unit into a Bear Abomination.
","","","gwent_card"
"","Sigvald","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/sigvald.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Sigvald</strong>

<em>Human, Cultist, Warrior</em>

<span class=""keyword order"">Order</span> (<span class=""keyword melee"">Melee</span>): Damage a unit by 1. <span class=""keyword cooldown"">Cooldown</span>: 1
<span class=""keyword berserk"">Berserk</span> 4: Damage by 2 instead.
","","","gwent_card"
